year,icpsr,state,stateabbr,chamber,district,party,adjusted.ada,adjusted.member.mean.ada,fullname
2010,20934,NEW YORK,NY,1,21,1,102.7995097,103.5304217,"TONKO, PAUL"
2010,29380,NEW YORK,NY,1,22,1,102.7995097,100.7716594,"HINCHEY, MAURICE D."
2010,20957,NEW YORK,NY,1,23,1,74.46139368,61.9003955,"OWENS, BILL"
2010,20736,NEW YORK,NY,1,24,1,74.46139368,86.76238746,"ARCURI, MICHAEL A."
2010,20935,NEW YORK,NY,1,25,1,93.35347105,84.12478914,"MAFFEI, DAN"
2010,20936,NEW YORK,NY,1,26,2,22.50818091,23.16303852,"LEE, CHRISTOPHER"
2010,20519,NEW YORK,NY,1,27,1,93.35347105,93.33584536,"HIGGINS, BRIAN"
2010,15444,NEW YORK,NY,1,28,1,102.7995097,97.60050047,"SLAUGHTER, LOUISE MCINTOS"
2010,20340,NORTH CAROLINA,NC,1,1,1,93.35347105,93.56143645,"BUTTERFIELD, G. K."
2010,29745,NORTH CAROLINA,NC,1,2,1,88.63045171,85.41984389,"ETHERIDGE, BOB"
2010,29546,NORTH CAROLINA,NC,1,3,2,36.67723894,31.26717112,"JONES, WALTER B. JR."
2010,15438,NORTH CAROLINA,NC,1,4,1,98.07649039,92.29490282,"PRICE, DAVID E."
2010,20521,NORTH CAROLINA,NC,1,5,2,13.06214223,8.132258033,"FOXX, VIRGINIA"
2010,15092,NORTH CAROLINA,NC,1,6,2,13.06214223,12.30441144,"COBLE, HOWARD"
2010,29746,NORTH CAROLINA,NC,1,7,1,41.40025828,54.27251283,"MCINTYRE, MIKE"
2010,20938,NORTH CAROLINA,NC,1,8,1,74.46139368,61.29532474,"KISSELL, LARRY"
2010,29549,NORTH CAROLINA,NC,1,9,2,8.339122888,8.089454409,"MYRICK, SUE WILKINS"
2010,20522,NORTH CAROLINA,NC,1,10,2,8.339122888,8.209721251,"MCHENRY, PATRICK T."
2010,20737,NORTH CAROLINA,NC,1,11,1,55.56931631,65.67811099,"SHULER, HEATH"
2010,29383,NORTH CAROLINA,NC,1,12,1,88.63045171,100.0833919,"WATT, MELVIN L."
2010,20341,NORTH CAROLINA,NC,1,13,1,102.7995097,97.92248601,"MILLER, BRAD"
2010,29384,NORTH DAKOTA,ND,1,1,1,88.63045171,83.73371974,"POMEROY, EARL"
2010,20939,OHIO,OH,1,1,1,83.90743236,83.99692323,"DRIEHAUS, STEVE"
2010,20540,OHIO,OH,1,2,2,13.06214223,9.3094667,"SCHMIDT, JEAN"
2010,20342,OHIO,OH,1,3,2,17.78516157,17.00408327,"TURNER, MICHAEL R."
2010,20738,OHIO,OH,1,4,2,13.06214223,7.990156449,"JORDAN, JIM"
2010,20755,OHIO,OH,1,5,2,8.339122888,8.420503467,"LATTA, ROBERT E."
2010,20739,OHIO,OH,1,6,1,74.46139368,78.95213226,"WILSON, CHARLES A."
2010,20940,OHIO,OH,1,7,2,8.339122888,11.7720288,"AUSTRIA, STEVE"
2010,29137,OHIO,OH,1,8,2,8.339122888,6.499030092,"BOEHNER, JOHN A."
2010,15029,OHIO,OH,1,9,1,88.63045171,86.88908079,"KAPTUR, MARCIA"
2010,29748,OHIO,OH,1,10,1,93.35347105,92.39383244,"KUCINICH, DENNIS J."
2010,20941,OHIO,OH,1,11,1,98.07649039,102.0454702,"FUDGE, MARCIA L."
2010,20130,OHIO,OH,1,12,2,8.339122888,12.51394081,"TIBERI, PATRICK J."
2010,20740,OHIO,OH,1,13,1,98.07649039,97.3831086,"SUTTON, BETTY"
2010,29553,OHIO,OH,1,14,2,17.78516157,30.45238375,"LATOURETTE, STEVEN C."
2010,20942,OHIO,OH,1,15,1,98.07649039,98.03551201,"KILROY, MARY JO"
2010,20943,OHIO,OH,1,16,1,79.18441302,76.99937372,"BOCCIERI, JOHN"
2010,20343,OHIO,OH,1,17,1,93.35347105,92.47170049,"RYAN, TIM"
2010,20741,OHIO,OH,1,18,1,65.01535499,79.14015013,"SPACE, ZACHARY T."
2010,20131,OKLAHOMA,OK,1,1,2,13.06214223,7.71999925,"SULLIVAN, JOHN"
2010,20523,OKLAHOMA,OK,1,2,1,36.67723894,41.45184518,"BOREN, DAN"
2010,29393,OKLAHOMA,OK,1,3,2,8.339122888,7.603392175,"LUCAS, FRANK D."
2010,20344,OKLAHOMA,OK,1,4,2,8.339122888,6.798300043,"COLE, TOM"
2010,20742,OKLAHOMA,OK,1,5,2,8.339122888,5.105984321,"FALLIN, MARY"
2010,29931,OREGON,OR,1,1,1,88.63045171,95.35011262,"WU, DAVID"
2010,29932,OREGON,OR,1,2,2,8.339122888,15.71828507,"WALDEN, GREG"
2010,29588,OREGON,OR,1,3,1,102.7995097,96.56117738,"BLUMENAUER, EARL"
2010,15410,OREGON,OR,1,4,1,98.07649039,96.74866622,"DEFAZIO, PETER A."
2010,20944,OREGON,OR,1,5,1,88.63045171,78.49187775,"SCHRADER, KURT"
2010,29777,PENNSYLVANIA,PA,1,1,1,98.07649039,96.69122907,"BRADY, ROBERT A."
2010,29559,PENNSYLVANIA,PA,1,2,1,98.07649039,98.00860542,"FATTAH, CHAKA"
2010,20945,PENNSYLVANIA,PA,1,3,1,93.35347105,84.08390273,"DAHLKEMPER, KATHY"
2010,20743,PENNSYLVANIA,PA,1,4,1,69.73837434,73.1467494,"ALTMIRE, JASON"
2010,20946,PENNSYLVANIA,PA,1,5,2,8.339122888,11.62713456,"THOMPSON, GLENN"
2010,20345,PENNSYLVANIA,PA,1,6,2,17.78516157,25.44841152,"GERLACH, JIM"
2010,20744,PENNSYLVANIA,PA,1,7,1,93.35347105,92.52866295,"SESTAK, JOE"
2010,20745,PENNSYLVANIA,PA,1,8,1,83.90743236,87.59466636,"MURPHY, PATRICK J."
2010,20134,PENNSYLVANIA,PA,1,9,2,8.339122888,10.06040673,"SHUSTER, BILL"
2010,20746,PENNSYLVANIA,PA,1,10,1,69.73837434,75.7078245,"CARNEY, CHRISTOPHER P."
2010,15104,PENNSYLVANIA,PA,1,11,1,93.35347105,78.58972194,"KANJORSKI, PAUL E."
2010,20960,PENNSYLVANIA,PA,1,12,1,50.84629697,67.74844066,"CRITZ, MARK"
2010,20525,PENNSYLVANIA,PA,1,13,1,93.35347105,87.46275541,"SCHWARTZ, ALLYSON Y."
2010,29561,PENNSYLVANIA,PA,1,14,1,93.35347105,89.93617232,"DOYLE, MIKE F."
2010,20526,PENNSYLVANIA,PA,1,15,2,31.9542196,25.2533548,"DENT, CHARLIE"
2010,29752,PENNSYLVANIA,PA,1,16,2,8.339122888,7.201396418,"PITTS, JOSEPH R."
2010,29396,PENNSYLVANIA,PA,1,17,1,60.29233565,68.97866757,"HOLDEN, TIM"
2010,20346,PENNSYLVANIA,PA,1,18,2,22.50818091,20.57139523,"MURPHY, TIM"
2010,20135,PENNSYLVANIA,PA,1,19,2,22.50818091,26.47332208,"PLATTS, TODD RUSSELL"
2010,29564,RHODE ISLAND,RI,1,1,1,93.35347105,95.02660057,"KENNEDY, PATRICK J."
2010,20136,RHODE ISLAND,RI,1,2,1,88.63045171,90.11295621,"LANGEVIN, JAMES R."
2010,20137,SOUTH CAROLINA,SC,1,1,2,8.339122888,7.843355277,"BROWN, HENRY E. JR."
2010,20138,SOUTH CAROLINA,SC,1,2,2,13.06214223,9.862830672,"WILSON, JOE"
2010,20347,SOUTH CAROLINA,SC,1,3,2,13.06214223,6.0932848,"BARRETT, J. GRESHAM"
2010,39300,SOUTH CAROLINA,SC,1,4,2,17.78516157,10.24841662,"INGLIS, BOB"
2010,15064,SOUTH CAROLINA,SC,1,5,1,88.63045171,76.45901025,"SPRATT, JOHN M., JR."
2010,39301,SOUTH CAROLINA,SC,1,6,1,98.07649039,92.83745992,"CLYBURN, JAMES E."
2010,20349,SOUTH DAKOTA,SD,1,1,1,55.56931631,70.13963829,"HERSETH, STEPHANIE"
2010,20947,TENNESSEE,TN,1,1,2,8.339122888,11.02478881,"ROE, PHIL"
2010,15455,TENNESSEE,TN,1,2,2,13.06214223,20.93250509,"DUNCAN, JOHN J., JR."
2010,29567,TENNESSEE,TN,1,3,2,8.339122888,13.48693728,"WAMP, ZACH"
2010,20350,TENNESSEE,TN,1,4,1,50.84629697,63.20309663,"DAVIS, LINCOLN"
2010,15019,TENNESSEE,TN,1,5,1,60.29233565,70.34833765,"COOPER, JIM"
2010,15100,TENNESSEE,TN,1,6,1,83.90743236,73.88237907,"GORDON, BART J."
2010,20351,TENNESSEE,TN,1,7,2,8.339122888,7.216938328,"BLACKBURN, MARSHA"
2010,15628,TENNESSEE,TN,1,8,1,55.56931631,60.98543821,"TANNER, JOHN S."
2010,20748,TENNESSEE,TN,1,9,1,102.7995097,104.4442987,"COHEN, STEVE"
2010,20527,TEXAS,TX,1,1,2,13.06214223,13.35440963,"GOHMERT, LOUIE"
2010,20528,TEXAS,TX,1,2,2,13.06214223,10.06361122,"POE, TED"
2010,29143,TEXAS,TX,1,3,2,8.339122888,6.526611485,"JOHNSON, SAM"
2010,94828,TEXAS,TX,1,4,2,8.339122888,12.2406403,"HALL, RALPH M."
2010,20352,TEXAS,TX,1,5,2,8.339122888,6.760151967,"HENSARLING, JEB"
2010,15085,TEXAS,TX,1,6,2,13.06214223,10.236189,"BARTON, JOE L."
2010,20139,TEXAS,TX,1,7,2,8.339122888,7.657598252,"CULBERSON, JOHN ABNEY"
2010,29760,TEXAS,TX,1,8,2,8.339122888,7.769090764,"BRADY, KEVIN"
2010,20529,TEXAS,TX,1,9,1,93.35347105,96.66022334,"GREEN, AL"
2010,20530,TEXAS,TX,1,10,2,8.339122888,9.759335815,"MCCAUL, MICHAEL"
2010,20531,TEXAS,TX,1,11,2,8.339122888,5.87935265,"CONAWAY, K. MICHAEL"
2010,29762,TEXAS,TX,1,12,2,8.339122888,7.482864744,"GRANGER, KAY"
2010,29572,TEXAS,TX,1,13,2,8.339122888,7.307448447,"THORNBERRY, WILLIAM M. (M"
2010,14290,TEXAS,TX,1,14,2,22.50818091,31.27460688,"PAUL, RON"
2010,29763,TEXAS,TX,1,15,1,79.18441302,83.71647013,"HINOJOSA, RUBEN"
2010,29764,TEXAS,TX,1,16,1,79.18441302,82.21724385,"REYES, SILVESTRE"
2010,29144,TEXAS,TX,1,17,1,60.29233565,70.63585457,"EDWARDS, CHET"
2010,29573,TEXAS,TX,1,18,1,98.07649039,98.34385228,"JACKSON-LEE, SHEILA"
2010,20353,TEXAS,TX,1,19,2,8.339122888,7.512255377,"NEUGEBAUER, RANDY"
2010,29943,TEXAS,TX,1,20,1,93.35347105,93.53090593,"GONZALEZ, CHARLES A."
2010,15445,TEXAS,TX,1,21,2,8.339122888,8.465454526,"SMITH, LAMAR S."
2010,20948,TEXAS,TX,1,22,2,8.339122888,8.161638429,"OLSON, PETE"
2010,29771,TEXAS,TX,1,23,1,93.35347105,91.62485613,"RODRIGUEZ, CIRO D."
2010,20532,TEXAS,TX,1,24,2,13.06214223,9.022380798,"MARCHANT, KENNY"
2010,29571,TEXAS,TX,1,25,1,98.07649039,96.78369236,"DOGGETT, LLOYD"
2010,20355,TEXAS,TX,1,26,2,13.06214223,11.46168141,"BURGESS, MICHAEL C."
2010,15049,TEXAS,TX,1,27,1,65.01535499,65.76791925,"ORTIZ, SOLOMON P."
2010,20533,TEXAS,TX,1,28,1,79.18441302,60.38482189,"CUELLAR, HENRY"
2010,39304,TEXAS,TX,1,29,1,83.90743236,88.109796,"GREEN, GENE"
2010,39305,TEXAS,TX,1,30,1,88.63045171,95.39065763,"JOHNSON, EDDIE BERNICE"
2010,20356,TEXAS,TX,1,31,2,8.339122888,5.977494439,"CARTER, JOHN R."
2010,29759,TEXAS,TX,1,32,2,8.339122888,6.415679177,"SESSIONS, PETE"
2010,20357,UTAH,UT,1,1,2,8.339122888,9.770750083,"BISHOP, ROB"
2010,20140,UTAH,UT,1,2,1,65.01535499,59.04290133,"MATHESON, JIM"
2010,20949,UTAH,UT,1,3,2,17.78516157,12.45215224,"CHAFFETZ, JASON"
2010,20750,VERMONT,VT,1,1,1,98.07649039,99.39002482,"WELCH, PETER"
2010,20756,VIRGINIA,VA,1,1,2,13.06214223,13.00058674,"WITTMAN, ROBERT J."
2010,20950,VIRGINIA,VA,1,2,1,50.84629697,60.51229577,"NYE, GLENN"
2010,39307,VIRGINIA,VA,1,3,1,102.7995097,98.86560188,"SCOTT, ROBERT C."
2010,20143,VIRGINIA,VA,1,4,2,13.06214223,11.14138571,"FORBES, J. RANDY"
2010,20951,VIRGINIA,VA,1,5,1,79.18441302,74.68135379,"PERRIELLO, TOM"
2010,39308,VIRGINIA,VA,1,6,2,8.339122888,8.959188034,"GOODLATTE, ROBERT W."
2010,20144,VIRGINIA,VA,1,7,2,8.339122888,6.042019938,"CANTOR, ERIC"
2010,29149,VIRGINIA,VA,1,8,1,102.7995097,86.9505396,"MORAN, JAMES P. JR."
2010,15010,VIRGINIA,VA,1,9,1,60.29233565,80.74394013,"BOUCHER, FREDERICK C."
2010,14869,VIRGINIA,VA,1,10,2,17.78516157,16.95079025,"WOLF, FRANK R."
2010,20952,VIRGINIA,VA,1,11,1,88.63045171,86.30902407,"CONNOLLY, GERALD E."
2010,29937,WASHINGTON,WA,1,1,1,98.07649039,91.94131267,"INSLEE, JAY"
2010,20145,WASHINGTON,WA,1,2,1,93.35347105,88.84105733,"LARSEN, RICK"
2010,29938,WASHINGTON,WA,1,3,1,69.73837434,86.98456641,"BAIRD, BRIAN"
2010,29580,WASHINGTON,WA,1,4,2,8.339122888,7.464358802,"HASTINGS, RICHARD ""DOC"""
2010,20535,WASHINGTON,WA,1,5,2,8.339122888,9.709230744,"MCMORRIS RODGERS, CATHY"
2010,14413,WASHINGTON,WA,1,6,1,93.35347105,82.93813776,"DICKS, NORMAN D."
2010,15613,WASHINGTON,WA,1,7,1,102.7995097,100.1795146,"MCDERMOTT, JIM"
2010,20536,WASHINGTON,WA,1,8,2,27.23120026,28.50178891,"REICHERT, DAVE"
2010,29768,WASHINGTON,WA,1,9,1,93.35347105,86.9793565,"SMITH, ADAM"
2010,15083,WEST VIRGINIA,WV,1,1,1,69.73837434,69.53966414,"MOLLOHAN, ALAN B."
2010,20146,WEST VIRGINIA,WV,1,2,2,17.78516157,23.80295243,"CAPITO, SHELLEY MOORE"
2010,14448,WEST VIRGINIA,WV,1,3,1,65.01535499,79.75354513,"RAHALL, NICK JOE, II."
2010,29939,WISCONSIN,WI,1,1,2,8.339122888,11.35990275,"RYAN, PAUL D."
2010,29940,WISCONSIN,WI,1,2,1,102.7995097,98.2065289,"BALDWIN, TAMMY"
2010,29769,WISCONSIN,WI,1,3,1,98.07649039,88.09836472,"KIND, RON"
2010,20537,WISCONSIN,WI,1,4,1,102.7995097,102.192,"MOORE, GWEN"
2010,14657,WISCONSIN,WI,1,5,2,8.339122888,17.37206504,"SENSENBRENNER, FRANK JAME"
2010,14675,WISCONSIN,WI,1,6,2,17.78516157,25.06430425,"PETRI, THOMAS E."
2010,12036,WISCONSIN,WI,1,7,1,93.35347105,98.71365011,"OBEY, DAVID R."
2010,20751,WISCONSIN,WI,1,8,1,98.07649039,93.70941779,"KAGEN, STEVE"
2010,20953,WYOMING,WY,1,1,2,8.339122888,13.99753217,"LUMMIS, CYNTHIA M."
2010,49700,ALABAMA,AL,2,0,2,10.2123539,6.797992754,"SESSIONS, JEFF"
2010,94659,ALABAMA,AL,2,0,2,5.696304877,10.33955758,"SHELBY, RICHARD CRAIG"
2010,40300,ALASKA,AK,2,0,2,23.76050098,26.49997586,"MURKOWSKI, LISA"
2010,40900,ALASKA,AK,2,0,1,82.46913832,66.99350186,"BEGICH, MARK"
2010,15039,ARIZONA,AZ,2,0,2,5.696304877,15.22662262,"MCCAIN, JOHN S"
2010,15429,ARIZONA,AZ,2,0,2,5.696304877,5.39968142,"KYL, JON"
2010,29305,ARKANSAS,AR,2,0,1,68.92099124,77.06995047,"LAMBERT, BLANCHE"
2010,40301,ARKANSAS,AR,2,0,1,64.40494222,70.1224824,"PRYOR,  MARK"
2010,15011,CALIFORNIA,CA,2,0,1,91.50123637,91.24954676,"BOXER, BARBARA"
2010,49300,CALIFORNIA,CA,2,0,1,86.98518735,85.60497497,"FEINSTEIN, DIANNE"
2010,29906,COLORADO,CO,2,0,1,86.98518735,91.61120672,"UDALL, MARK"
2010,40910,COLORADO,CO,2,0,1,82.46913832,85.73780189,"BENNET, MICHAEL"
2010,14213,CONNECTICUT,CT,2,0,1,82.46913832,85.36345125,"DODD, CHRISTOPHER J."
2010,15704,CONNECTICUT,CT,2,0,1,73.43704027,75.54631995,"LIEBERMAN, JOSEPH I."
2010,15015,DELAWARE,DE,2,0,1,86.98518735,79.05964095,"CARPER, THOMAS"
2010,14651,FLORIDA,FL,2,0,1,86.98518735,62.26719557,"NELSON, CLARENCE WILLIAM"
2010,40911,FLORIDA,FL,2,0,2,10.2123539,10.2123539,"LEMIEUX, GEORGE"
2010,29512,GEORGIA,GA,2,0,2,5.696304877,7.862938114,"CHAMBLISS, SAXBY"
2010,29909,GEORGIA,GA,2,0,2,10.2123539,10.09255193,"ISAKSON, JOHNNY"
2010,4812,HAWAII,HI,2,0,1,77.95308929,77.45590687,"INOUYE, DANIEL KEN"
2010,14400,HAWAII,HI,2,0,1,82.46913832,86.04172015,"AKAKA, DANIEL"
2010,29345,IDAHO,ID,2,0,2,5.696304877,9.319531181,"CRAPO, MICHAEL D."
2010,40902,IDAHO,ID,2,0,2,5.696304877,7.722443599,"RISCH, JAMES E."
2010,15021,ILLINOIS,IL,2,0,1,91.50123637,92.15069859,"DURBIN, RICHARD J."
2010,14506,INDIANA,IN,2,0,2,28.27655001,15.06625171,"LUGAR, RICHARD"
2010,49901,INDIANA,IN,2,0,1,73.43704027,78.54155253,"BAYH, EVAN"
2010,14226,IOWA,IA,2,0,2,14.72840293,16.3557636,"GRASSLEY, CHARLES E."
2010,14230,IOWA,IA,2,0,1,96.0172854,92.2897228,"HARKIN, TOM"
2010,14852,KANSAS,KS,2,0,2,5.696304877,9.777307869,"ROBERTS, PAT"
2010,29523,KANSAS,KS,2,0,2,5.696304877,7.691996711,"BROWNBACK, SAM"
2010,14921,KENTUCKY,KY,2,0,2,5.696304877,8.458241781,"MCCONNELL JR., MITCH"
2010,15406,KENTUCKY,KY,2,0,2,5.696304877,7.26295598,"BUNNING, JIM"
2010,29918,LOUISIANA,LA,2,0,2,10.2123539,7.354142195,"VITTER, DAVID"
2010,49702,LOUISIANA,LA,2,0,1,73.43704027,74.48397671,"LANDRIEU, MARY L."
2010,14661,MAINE,ME,2,0,2,41.82469709,47.99496807,"SNOWE, OLYMPIA"
2010,49703,MAINE,ME,2,0,2,41.82469709,44.11059459,"COLLINS, SUSAN M."
2010,14440,MARYLAND,MD,2,0,1,86.98518735,92.99505548,"MIKULSKI, BARBARA"
2010,15408,MARYLAND,MD,2,0,1,86.98518735,93.887091,"CARDIN, BENJAMIN L."
2010,14920,MASSACHUSETTS,MA,2,0,1,82.46913832,86.83954138,"KERRY, JOHN F."
2010,40913,MASSACHUSETTS,MA,2,0,2,23.76050098,36.37602703,"BROWN, SCOTT"
2010,14709,MICHIGAN,MI,2,0,1,91.50123637,91.5076567,"LEVIN, CARL MILTON"
2010,29732,MICHIGAN,MI,2,0,1,86.98518735,92.27740162,"STABENOW, DEBORAH ANN"
2010,40700,MINNESOTA,MN,2,0,1,86.98518735,88.99727668,"KLOBUCHAR, AMY"
2010,40904,MINNESOTA,MN,2,0,1,86.98518735,91.94221802,"FRANKEN, AL"
2010,14009,MISSISSIPPI,MS,2,0,2,10.2123539,11.89386977,"COCHRAN, THAD"
2010,29534,MISSISSIPPI,MS,2,0,2,5.696304877,8.240128971,"WICKER, ROGER F."
2010,15501,MISSOURI,MO,2,0,2,5.696304877,13.39207532,"BOND, CHRISTOPHER"
2010,40701,MISSOURI,MO,2,0,1,86.98518735,78.27821834,"MCCASKILL, CLAIRE"
2010,14203,MONTANA,MT,2,0,1,82.46913832,78.25242391,"BAUCUS, MAX"
2010,40702,MONTANA,MT,2,0,1,82.46913832,83.06364238,"TESTER, JON"
2010,40103,NEBRASKA,NE,2,0,1,50.85679514,57.30254706,"NELSON, BEN"
2010,40905,NEBRASKA,NE,2,0,2,14.72840293,14.00700131,"JOHANNS, MIKE"
2010,15054,NEVADA,NV,2,0,1,73.43704027,77.71649146,"REID, HARRY M."
2010,29537,NEVADA,NV,2,0,2,10.2123539,9.872290355,"ENSIGN, JOHN E."
2010,14826,NEW HAMPSHIRE,NH,2,0,2,19.24445195,14.22283307,"GREGG, JUDD"
2010,40906,NEW HAMPSHIRE,NH,2,0,1,86.98518735,89.6853513,"SHAHEEN, JEAN"
2010,14914,NEW JERSEY,NJ,2,0,1,91.50123637,90.90994075,"LAUTENBERG, FRANK R."
2010,29373,NEW JERSEY,NJ,2,0,1,86.98518735,93.95030342,"MENENDEZ, ROBERT"
2010,14912,NEW MEXICO,NM,2,0,1,86.98518735,81.76966449,"BINGAMAN, JEFF"
2010,29924,NEW MEXICO,NM,2,0,1,91.50123637,95.66030368,"UDALL, TOM"
2010,14858,NEW YORK,NY,2,0,1,91.50123637,94.44497795,"SCHUMER, CHARLES E."
2010,20735,NEW YORK,NY,2,0,1,96.0172854,86.44285717,"GILLIBRAND, KIRSTEN E."
2010,29548,NORTH CAROLINA,NC,2,0,2,10.2123539,9.553001531,"BURR, RICHARD M."
2010,40907,NORTH CAROLINA,NC,2,0,1,82.46913832,79.57729373,"HAGEN, KAY"
2010,14812,NORTH DAKOTA,ND,2,0,1,91.50123637,82.97408022,"DORGAN, BYRON"
2010,15502,NORTH DAKOTA,ND,2,0,1,82.46913832,80.90835719,"CONRAD, KENT"
2010,29389,OHIO,OH,2,0,1,91.50123637,95.836779,"BROWN, SHERROD"
2010,49903,OHIO,OH,2,0,2,32.79259903,20.67480981,"VOINOVICH, GEORGE"
2010,15424,OKLAHOMA,OK,2,0,2,5.696304877,7.445544872,"INHOFE, JAMES M"
2010,29555,OKLAHOMA,OK,2,0,2,10.2123539,7.298093606,"COBURN, TOM"
2010,14871,OREGON,OR,2,0,1,96.0172854,91.85554324,"WYDEN, RON"
2010,40908,OREGON,OR,2,0,1,96.0172854,93.70175681,"MERKLEY, JEFF"
2010,14910,PENNSYLVANIA,PA,2,0,2,86.98518735,53.06772249,"SPECTER, ARLEN"
2010,40703,PENNSYLVANIA,PA,2,0,1,86.98518735,84.22230125,"CASEY, ROBERT P., JR."
2010,94910,PENNSYLVANIA,PA,2,0,1,86.98518735,77.21578121,"SPECTER, ARLEN"
2010,29142,RHODE ISLAND,RI,2,0,1,86.98518735,93.43535173,"REED, JOHN F."
2010,40704,RHODE ISLAND,RI,2,0,1,86.98518735,91.05375016,"WHITEHOUSE, SHELDON"
2010,29566,SOUTH CAROLINA,SC,2,0,2,10.2123539,14.41067253,"GRAHAM, LINDSEY O."
2010,29936,SOUTH CAROLINA,SC,2,0,2,10.2123539,5.375631571,"DEMINT, JIM"
2010,15425,SOUTH DAKOTA,SD,2,0,1,82.46913832,80.3247928,"JOHNSON, TIM"
2010,29754,SOUTH DAKOTA,SD,2,0,2,5.696304877,10.71078798,"THUNE, JOHN"
2010,40304,TENNESSEE,TN,2,0,2,14.72840293,13.71921026,"ALEXANDER, LAMAR"
2010,40705,TENNESSEE,TN,2,0,2,10.2123539,13.68882975,"CORKER, BOB"
2010,40305,TEXAS,TX,2,0,2,5.696304877,6.823990385,"CORNYN, JOHN"
2010,49306,TEXAS,TX,2,0,2,5.696304877,11.69240394,"HUTCHISON, KAY BAILEY"
2010,14503,UTAH,UT,2,0,2,5.696304877,9.183624796,"HATCH, ORRIN"
2010,49307,UTAH,UT,2,0,2,19.24445195,10.58563655,"BENNETT, ROBERT F."
2010,14307,VERMONT,VT,2,0,1,96.0172854,91.99795042,"LEAHY, PATRICK"
2010,29147,VERMONT,VT,2,0,0,91.50123637,99.70966662,"SANDERS, BERNARD"
2010,40706,VIRGINIA,VA,2,0,1,82.46913832,82.84879882,"WEBB, JIM"
2010,40909,VIRGINIA,VA,2,0,1,77.95308929,78.39299002,"WARNER, MARK"
2010,39310,WASHINGTON,WA,2,0,1,86.98518735,89.02248569,"CANTWELL, MARIA"
2010,49308,WASHINGTON,WA,2,0,1,91.50123637,88.40982997,"MURRAY, PATTY"
2010,14922,WEST VIRGINIA,WV,2,0,1,82.46913832,83.39465606,"ROCKEFELLER,JOHN D."
2010,15703,WISCONSIN,WI,2,0,1,86.98518735,87.34925358,"KOHL, HERBERT"
2010,49309,WISCONSIN,WI,2,0,1,91.50123637,91.84909539,"FEINGOLD, RUSSELL D."
2010,40707,WYOMING,WY,2,0,2,5.696304877,6.573629471,"BARRASSO, JOHN"
2010,49706,WYOMING,WY,2,0,2,10.2123539,8.207674771,"ENZI, MICHAEL B."
2011,20300,ALABAMA,AL,1,1,2,11.56609722,7.517939014,"BONNER, JO"
2011,21192,ALABAMA,AL,1,2,2,6.510437752,8.584555607,"ROBY, MARTHA"
2011,20301,ALABAMA,AL,1,3,2,11.56609722,15.11234547,"ROGERS, MIKE D."
2011,29701,ALABAMA,AL,1,4,2,16.62175669,11.79854611,"ADERHOLT, ROBERT B."
2011,21193,ALABAMA,AL,1,5,2,11.56609722,12.74584411,"BROOKS, MO"
2011,29301,ALABAMA,AL,1,6,2,6.510437752,10.26436724,"BACHUS, SPENCER"
2011,21102,ALABAMA,AL,1,7,1,82.3453298,79.29471535,"SEWELL, TERRI"
2011,14066,ALASKA,AK,1,1,2,36.84439457,20.40048177,"YOUNG, DON"
2011,21103,ARIZONA,AZ,1,1,2,6.510437752,18.98224368,"GOSAR, PAUL"
2011,20304,ARIZONA,AZ,1,2,2,6.510437752,8.617052977,"FRANKS, TRENT"
2011,21104,ARIZONA,AZ,1,3,2,6.510437752,12.43728345,"QUAYLE, BEN"
2011,29101,ARIZONA,AZ,1,4,1,107.6236271,98.08795107,"PASTOR, ED"
2011,21105,ARIZONA,AZ,1,5,2,11.56609722,16.92673274,"SCHWEIKERT, DAVID"
2011,20100,ARIZONA,AZ,1,6,2,6.510437752,12.99763821,"FLAKE, JEFF"
2011,20305,ARIZONA,AZ,1,7,1,107.6236271,104.1510331,"GRIJALVA, RAÚL M."
2011,21106,ARKANSAS,AR,1,1,2,6.510437752,8.703721873,"CRAWFORD, RICK"
2011,21107,ARKANSAS,AR,1,2,2,6.510437752,9.61527217,"GRIFFIN, TIM"
2011,21108,ARKANSAS,AR,1,3,2,6.510437752,8.703721873,"WOMACK, STEVE"
2011,20102,ARKANSAS,AR,1,4,1,41.90005404,63.97497223,"ROSS, MIKE"
2011,29901,CALIFORNIA,CA,1,1,1,97.51230821,94.09988746,"THOMPSON, MIKE"
2011,15420,CALIFORNIA,CA,1,2,2,6.510437752,7.33055202,"HERGER, WALLY"
2011,14647,CALIFORNIA,CA,1,3,2,6.510437752,7.741604366,"LUNGREN, DAN"
2011,20903,CALIFORNIA,CA,1,4,2,16.62175669,19.96446593,"MCCLINTOCK, TOM"
2011,20538,CALIFORNIA,CA,1,5,1,97.51230821,100.3706126,"MATSUI, DORIS"
2011,29309,CALIFORNIA,CA,1,6,1,102.5679677,101.2191471,"WOOLSEY, LYNN"
2011,14256,CALIFORNIA,CA,1,7,1,107.6236271,103.2579785,"MILLER, GEORGE"
2011,15448,CALIFORNIA,CA,1,8,1,82.3453298,99.71213898,"PELOSI, NANCY"
2011,29778,CALIFORNIA,CA,1,9,1,107.6236271,99.47024272,"LEE, BARBARA"
2011,20958,CALIFORNIA,CA,1,10,1,97.51230821,85.61527559,"GARAMENDI, JOHN"
2011,20702,CALIFORNIA,CA,1,11,1,97.51230821,90.04464783,"MCNERNEY, JERRY"
